Transition_Name,Lipid_Name,For_Rgoslin,Precursor_Ion,Product_Ion,Retention_Time_[min],Delta_Retention_Time_[min],Collision_Energy,Cell_Accelerator_Voltage,Polarity,isISTD
Hex1Cer(d18:2/22:0),HexCer 18:2;O2/22:0,HexCer 18:2;O2/22:0,782.7,262.3,9.3,1,35,5,Positive,FALSE
Hex1Cer(d18:2/24:0),HexCer 18:2;O2/24:0,HexCer 18:2;O2/24:0,810.7,262.3,10,1,35,5,Positive,FALSE
Hex2Cer Lac-Cer(d18:1/12:0) [264] (ISTD),Hex2Cer 18:1;O2/12:0 (ISTD),Hex2Cer 18:1;O2/12:0,806.6,264.2,4.5,1,49,5,Positive,TRUE
Hex2Cer(d16:1/16:0),Hex2Cer 16:1;O2/16:0,Hex2Cer 16:1;O2/16:0,834.6,236.3,5.3,1,49,5,Positive,FALSE
Hex2Cer(d16:1/24:1),Hex2Cer 16:1;O2/24:1,Hex2Cer 16:1;O2/24:1,944.7,236.3,8.4,1,49,5,Positive,FALSE
Hex2Cer(d18:1/16:0),Hex2Cer 18:1;O2/16:0,Hex2Cer 18:1;O2/16:0,862.6,264.3,6.2,1.2,49,5,Positive,FALSE
Hex2Cer(d18:1/18:0),Hex2Cer 18:1;O2/18:0,Hex2Cer 18:1;O2/18:0,890.7,264.3,8.2,1,49,5,Positive,FALSE
Hex2Cer(d18:1/20:0),Hex2Cer 18:1;O2/20:0,Hex2Cer 18:1;O2/20:0,918.7,264.3,8.3,1,49,5,Positive,FALSE
Hex2Cer(d18:1/22:0),Hex2Cer 18:1;O2/22:0,Hex2Cer 18:1;O2/22:0,946.7,264.3,9.5,1,49,5,Positive,FALSE
Hex2Cer(d18:1/24:0),Hex2Cer 18:1;O2/24:0,Hex2Cer 18:1;O2/24:0,974.8,264.3,10.1,1,49,5,Positive,FALSE
Hex2Cer(d18:1/24:1),Hex2Cer 18:1;O2/24:1,Hex2Cer 18:1;O2/24:1,972.7,264.3,9.5,1.4,49,5,Positive,FALSE
Hex2Cer(d18:1/24:2) **,Hex2Cer 18:1;O2/24:2,Hex2Cer 18:1;O2/24:2,970.7,264.3,8.5,2,49,5,Positive,FALSE
Hex2Cer(d18:2/16:0),Hex2Cer 18:2;O2/16:0,Hex2Cer 18:2;O2/16:0,860.6,262.3,5.4,1,49,5,Positive,FALSE
Hex2Cer(d18:2/18:0),Hex2Cer 18:2;O2/18:0,Hex2Cer 18:2;O2/18:0,888.7,262.3,6.3,1.4,49,5,Positive,FALSE
Hex2Cer(d18:2/24:1),Hex2Cer 18:2;O2/24:1,Hex2Cer 18:2;O2/24:1,970.7,262.3,8.6,1,49,5,Positive,FALSE
Hex3Cer(d18:1/16:0),Hex3Cer 18:1;O2/16:0,Hex3Cer 18:1;O2/16:0,1024.7,264.3,5.8,1.4,61,5,Positive,FALSE
Hex3Cer(d18:1/18:0),Hex3Cer 18:1;O2/18:0,Hex3Cer 18:1;O2/18:0,1052.7,264.3,6.7,1,61,5,Positive,FALSE
Hex3Cer(d18:1/20:0),Hex3Cer 18:1;O2/20:0,Hex3Cer 18:1;O2/20:0,1080.7,264.3,7.7,1.4,61,5,Positive,FALSE
Hex3Cer(d18:1/22:0),Hex3Cer 18:1;O2/22:0,Hex3Cer 18:1;O2/22:0,1108.8,264.3,9,1.4,61,5,Positive,FALSE
Hex3Cer(d18:1/24:0),Hex3Cer 18:1;O2/24:0,Hex3Cer 18:1;O2/24:0,1136.8,264.3,10,1.4,61,5,Positive,FALSE
Hex3Cer(d18:1/24:1),Hex3Cer 18:1;O2/24:1,Hex3Cer 18:1;O2/24:1,1134.8,264.3,9,1.4,61,5,Positive,FALSE
LPC 13:0 (ISTD),LPC 13:0 (ISTD),LPC 13:0,454.3,184.1,1.7,1,21,5,Positive,TRUE
LPC 14:0,LPC 14:0,LPC 14:0,468.3,184.1,2,1,21,5,Positive,FALSE
LPC 15:0,LPC 15:0,LPC 15:0,482.3,184.1,2.4,1,21,5,Positive,FALSE
LPC 16:0,LPC 16:0,LPC 16:0,496.3,184.1,2.7,1,21,5,Positive,FALSE
LPC 16:1,LPC 16:1,LPC 16:1,494.3,184.1,2.2,1,21,5,Positive,FALSE
LPC 17:0,LPC 17:0,LPC 17:0,510.3,184.1,3,1,21,5,Positive,FALSE
LPC 17:1,LPC 17:1,LPC 17:1,508.3,184.1,2.5,1,21,5,Positive,FALSE
LPC 18:0,LPC 18:0,LPC 18:0,524.4,184.1,3.4,1,21,5,Positive,FALSE
LPC 18:1,LPC 18:1,LPC 18:1,522.4,184.1,2.8,1,21,5,Positive,FALSE
LPC 18:2,LPC 18:2,LPC 18:2,520.3,184.1,2.4,1,21,5,Positive,FALSE
LPC 18:3,LPC 18:3,LPC 18:3,518.3,184.1,2,1,21,5,Positive,FALSE
LPC 19:0,LPC 19:0,LPC 19:0,538.4,184.1,3.6,1,21,5,Positive,FALSE
LPC 19:1,LPC 19:1,LPC 19:1,536.4,184.1,3.1,1,21,5,Positive,FALSE
LPC 20:0,LPC 20:0,LPC 20:0,552.4,184.1,3.9,1,21,5,Positive,FALSE
LPC 20:1,LPC 20:1,LPC 20:1,550.4,184.1,3.4,1,21,5,Positive,FALSE
LPC 20:2,LPC 20:2,LPC 20:2,548.4,184.1,3,1,21,5,Positive,FALSE
LPC 20:3,LPC 20:3,LPC 20:3,546.4,184.1,2.6,1,21,5,Positive,FALSE
LPC 20:4,LPC 20:4,LPC 20:4,544.3,184.1,2.4,1,21,5,Positive,FALSE
LPC 20:5,LPC 20:5,LPC 20:5,542.3,184.1,2,1,21,5,Positive,FALSE
LPC 22:0,LPC 22:0,LPC 22:0,580.4,184.1,4.5,1,21,5,Positive,FALSE
LPC 22:1,LPC 22:1,LPC 22:1,578.4,184.1,3.9,1,21,5,Positive,FALSE
LPC 22:4,LPC 22:4,LPC 22:4,572.4,184.1,2.9,1,21,5,Positive,FALSE
LPC 22:5 (a\b\c),LPC 22:5,LPC 22:5,570.4,184.1,2.5,1,21,5,Positive,FALSE
LPC 22:6,LPC 22:6,LPC 22:6,568.3,184.1,2.3,1,21,5,Positive,FALSE
LPC 24:0,LPC 24:0,LPC 24:0,608.5,184.1,5.2,1,21,5,Positive,FALSE
LPC 26:0,LPC 26:0,LPC 26:0,636.5,184.1,6.1,1,21,5,Positive,FALSE
LPC O-16:0,LPC O-16:0,LPC O-16:0,482.4,104.1,3,3,23,5,Positive,FALSE
LPC O-18:0,LPC O-18:0,LPC O-18:0,510.4,104.1,3.6,3,23,5,Positive,FALSE
LPC O-18:1,LPC O-18:1,LPC O-18:1,508.4,104.1,3.1,3,23,5,Positive,FALSE
LPC O-20:0,LPC O-20:0,LPC O-20:0,538.4,104.1,4.1,3,23,5,Positive,FALSE
LPC O-20:1,LPC O-20:1,LPC O-20:1,536.4,104.1,3.7,3,23,5,Positive,FALSE
LPC O-22:0,LPC O-22:0,LPC O-22:0,566.5,104.1,4.8,2,23,5,Positive,FALSE
LPC O-22:1,LPC O-22:1,LPC O-22:1,564.4,104.1,4.2,2,23,5,Positive,FALSE
LPC O-24:0,LPC O-24:0,LPC O-24:0,594.5,104.1,5.7,1,23,5,Positive,FALSE
LPC O-24:1,LPC O-24:1,LPC O-24:1,592.5,104.1,4.8,2,23,5,Positive,FALSE
LPC O-24:2,LPC O-24:2,LPC O-24:2,590.5,104.1,4.3,2,23,5,Positive,FALSE
LPC P-16:0,LPC P-16:0,LPC P-16:0,480.3,104.1,3,1,25,5,Positive,FALSE
LPC P-17:0 (a\b),LPC P-17:0,LPC P-17:0,494.3,104.1,3.2,1,25,5,Positive,FALSE
LPC P-18:0,LPC P-18:0,LPC P-18:0,508.3,104.1,3.6,1,25,5,Positive,FALSE
LPC P-18:1,LPC P-18:1,LPC P-18:1,506.3,104.1,3.1,1,25,5,Positive,FALSE
LPC P-20:0,LPC P-20:0,LPC P-20:0,536.3,104.1,3.8,1,25,5,Positive,FALSE
LPE 14:0 (ISTD),LPE 14:0 (ISTD),LPE 14:0,426.3,285.2,2.1,1,17,5,Positive,TRUE
LPE 16:0,LPE 16:0,LPE 16:0,454.3,313.3,2.8,1,17,5,Positive,FALSE
LPE 17:0,LPE 17:0,LPE 17:0,468.3,327.3,3.2,1,17,5,Positive,FALSE
LPE 18:0,LPE 18:0,LPE 18:0,482.3,341.3,3.5,1,17,5,Positive,FALSE
LPE 18:1,LPE 18:1,LPE 18:1,480.3,339.3,3,1,17,5,Positive,FALSE
LPE 18:2,LPE 18:2,LPE 18:2,478.3,337.3,2.5,1,17,5,Positive,FALSE
LPE 20:4,LPE 20:4,LPE 20:4,502.3,361.3,2.5,1,17,5,Positive,FALSE
LPE 22:6,LPE 22:6,LPE 22:6,526.3,385.3,2.3,1,17,5,Positive,FALSE
LPE P-16:0,LPE P-16:0,LPE P-16:0,438.3,266.4,3.1,1,19,5,Positive,FALSE
LPE P-18:0,LPE P-18:0,LPE P-18:0,466.3,294.4,3.7,1,19,5,Positive,FALSE
LPE P-18:1,LPE P-18:1,LPE P-18:1,464.3,292.4,3.2,1,19,5,Positive,FALSE
LPE P-20:0,LPE P-20:0,LPE P-20:0,494.3,322.4,4.3,1,19,5,Positive,FALSE
LPI 18:0,LPI 18:0,LPI 18:0,618.3,341.3,3,1,21,5,Positive,FALSE
LPI 18:1,LPI 18:1,LPI 18:1,616.3,339.3,2.5,1,21,5,Positive,FALSE
LPI 18:2,LPI 18:2,LPI 18:2,614.3,337.3,2,1,21,5,Positive,FALSE
LPI 20:4,LPI 20:4,LPI 20:4,638.3,361.3,1.9,1,21,5,Positive,FALSE
LPS 16:0,LPS 16:0,LPS 16:0,498.3,313.3,2.7,1,23,5,Positive,FALSE
LPS 18:0,LPS 18:0,LPS 18:0,526.3,341.3,3,1,23,5,Positive,FALSE
LPS 18:1,LPS 18:1,LPS 18:1,524.3,339.3,2.5,1,23,5,Positive,FALSE
LPS 18:2,LPS 18:2,LPS 18:2,522.3,337.3,2.4,1,23,5,Positive,FALSE
